Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website;;;;;;;;;;;
X-Tra Pale;1263;1101;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;San Marcos Brewery & Grill;1080 West San Marcos Boulevard;San Marcos;California;United States;33.1345; -117.191;;;;;;;;;;;
Caber Tossed;1264;1101;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;San Marcos Brewery & Grill;1080 West San Marcos Boulevard;San Marcos;California;United States;33.1345; -117.191;;;;;;;;;;;
Cinnabarr;1265;1101;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;San Marcos Brewery & Grill;1080 West San Marcos Boulevard;San Marcos;California;United States;33.1345; -117.191;;;;;;;;;;;
Old English Ale;1266;1101;1;13;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;San Marcos Brewery & Grill;1080 West San Marcos Boulevard;San Marcos;California;United States;33.1345; -117.191;;;;;;;;;;;
Honey Ale;1267;1101;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;San Marcos Brewery & Grill;1080 West San Marcos Boulevard;San Marcos;California;United States;33.1345; -117.191;;;;;;;;;;;
Premium Golden Ale;1268;1101;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;San Marcos Brewery & Grill;1080 West San Marcos Boulevard;San Marcos;California;United States;33.1345; -117.191;;;;;;;;;;;
Ding Ding Double IPA;1269;936;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;;
Troll Porter;127;623;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Hale's Ales #3;4301 Leary Way NW;Seattle;Washington;United States;47.6592; -122.366;;;;;;;;;;;
Irish Stout;1270;936;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;;
Torrey Pines IPA;1271;936;3;31;6;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;
Sunset Amber Ale;1272;936;3;33;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;;
Paradise Pale Ale;1273;936;3;26;4;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;
Sweet Spot Hefe;1274;936;4;50;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;
California Gold;1275;936;8;95;4;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Oggi's Pizza and Brewing - Vista;425 South Melrose Drive;Vista;California;United States;33.2029; -117.255;;;;;;;;;;
Skye Strong Ale;1276;1009;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Port Brewing Company;155 Mata Way Suite 104;San Marcos;California;United States;33.1406; -117.15;http://www.portbrewing.com/;;;;;;;;;;
Bombshell Barleywine;1277;1009;-1;-1;9;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Port Brewing Company;155 Mata Way Suite 104;San Marcos;California;United States;33.1406; -117.15;http://www.portbrewing.com/;;;;;;;;;
Red Square;1278;1009;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Port Brewing Company;155 Mata Way Suite 104;San Marcos;California;United States;33.1406; -117.15;http://www.portbrewing.com/;;;;;;;;;;
Broken Keg Ice Bock;1279;1009;7;90;15;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Port Brewing Company;155 Mata Way Suite 104;San Marcos;California;United States;33.1406; -117.15;http://www.portbrewing.com/;;;;;;;;;;
Dark Ale;128;397;1;10;4;5;0;0;0;;A dark brew full of promise. Coopers Dark Ale is a journey in taste; starting fresh and creamy; and finishing with a lingering coffee flavour.    Conditioned and naturally brewed using the top fermentation method; Coopers 'Dark' is made using roasted and chocolate malts; giving it a rich dark colour and unique flavour.    Coopers Dark Ale has no additives and no preservatives.;0;2010-07-22 22:00:00+02:00;English-Style Pale Mild Ale;British Ale;Coopers Brewery;461 South Road;Regency Park;South Australia;Australia;-34.8727; 138.573;http://www.coopers.com.au/;;;;;
Z-U-Later Doppelbock;1280;1009;7;90;8;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Port Brewing Company;155 Mata Way Suite 104;San Marcos;California;United States;33.1406; -117.15;http://www.portbrewing.com/;;;;;;;;;;
Frank Double IPA;1281;1009;3;31;8;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Port Brewing Company;155 Mata Way Suite 104;San Marcos;California;United States;33.1406; -117.15;http://www.portbrewing.com/;;;;;;;;;
Creamy Stout;1282;1180;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Sports City Cafe & Brewery;;La Jolla;California;United States;33.8575; -117.876;;;;;;;;;;;
Brown Ale;1283;1180;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Sports City Cafe & Brewery;;La Jolla;California;United States;33.8575; -117.876;;;;;;;;;;;
India Pale Ale;1284;1180;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Sports City Cafe & Brewery;;La Jolla;California;United States;33.8575; -117.876;;;;;;;;;;;
Pale Ale;1285;1180;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Sports City Cafe & Brewery;;La Jolla;California;United States;33.8575; -117.876;;;;;;;;;;;
Red Ale;1286;1180;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Sports City Cafe & Brewery;;La Jolla;California;United States;33.8575; -117.876;;;;;;;;;;;
Belgian Abbey Red;1287;731;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Padre Porter;1288;731;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Star of India Pale Ale;1289;731;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Cinder Cone Red;129;441;3;33;5;400000095;0;0;0;;"Cinder Cone Red's diverse selection of hops and barley captivates thirsty palates with its toffee-like flavor, intense citrus aroma and defined bitterness.   Located on the northern slope of Mt. Bachelor, the Cinder Cone was also known as ""Red Hill"" due to its reddish color that is revealed as the seasons change, the weather warms and the snow melts.  It's spring. Time to get outside.";0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Deschutes Brewery;901 SW Simpson Avenue;Bend;Oregon;United States;44.0474; -121.323;http://www.deschutesbrewery.com/;;;;;;;;;
Downtown After Dark;1290;731;3;38;12;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Red Trolley Ale;1291;731;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Amber Lager;1292;731;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Endless Summer Gold;1293;731;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Karl Strauss Brewery Gardens - Sorrento Mesa;9675 Scranton Road;San Diego;California;United States;32.8969; -117.201;;;;;;;;;;;
Sprecher Russian Imperial Stout;1294;1181;3;43;8;5;0;0;0;;Once brewed in Britain for the Russian Czars; this tremendously rich and thick ale uses a profusion of burnt and caramel malts. A massive mouthful of dark roasted malt and coffee flavors finishes with hints of chocolate; caramel & licorice.;0;2010-07-22 22:00:00+02:00;American-Style Imperial Stout;North American Ale;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;
Sprecher Abbey Triple;1295;1181;5;61;8;409999847;0;0;0;;A Belgian Trappist triple yeast culture balanced with the finest imported pale barley; Belgian aromatic malt and oats; gives this golden ale a fruity bouquet and a light refined taste.;0;2010-07-22 22:00:00+02:00;Belgian-Style Tripel;Belgian and French Ale;Sprecher Brewing;701 West Glendale Avenue;Glendale;Wisconsin;United States;43.1; -87.9198;http://www.sprecherbrewery.com/;;;;;;;
Blackfriar;1296;696;1;15;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;Scotch Ale;British Ale;Inveralmond Brewery;Inveralmond Way;Perth;Scotland;United Kingdom;56.4174; -3.4779;;;;;;;;;;;
Rycerskie;1297;306;7;90;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Browar Namys���_w Sp. z o.o.;ul. Bolesawa Chrobrego 26;Namys���_w;;Poland;;;;;;;;;;;;;
Van den Vern Grand Cru;1298;432;-1;-1;9;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;De Proef Brouwerij;Doornzelestraat 20;Lochristi-Hijfte;Oost-Vlaanderen;Belgium;51.1159; 3.8158;;;;;;;;;;
Tripel Krullekop;1299;432;-1;-1;9;800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;De Proef Brouwerij;Doornzelestraat 20;Lochristi-Hijfte;Oost-Vlaanderen;Belgium;51.1159; 3.8158;;;;;;;;;;
The Kidd Lager;13;545;7;86;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;Fort Collins Brewery;1900-B East Lincoln Avenue;Fort Collins;Colorado;United States;40.5832; -105.042;http://www.fortcollinsbrewery.com;;;;;;;;;;
LTD 02 Lager;130;562;7;90;6;400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Full Sail Brewing #1;506 Columbia Street;Hood River;Oregon;United States;45.7103; -121.515;;;;;;;;;;
Black Diamond Imperial Porter;1300;1143;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Siletz Roadhouse & Brewery;243 North Gaither Street;Siletz;Oregon;United States;44.722; -123.918;;;;;;;;;;;
Mojo Ale;1301;1143;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Siletz Roadhouse & Brewery;243 North Gaither Street;Siletz;Oregon;United States;44.722; -123.918;;;;;;;;;;;
Satin Solstice Imperial Stout;1302;358;3;43;7;5;0;0;0;;"This smooth, creamy stout and a crackling fireplace are the perfect answer to a wintery evening in Wisconsin. The rich coffee flavor compliments the ""warm, fuzzy feeling"" you get from the abundant alcohol. Enjoy in moderation.";0;2010-07-22 22:00:00+02:00;American-Style Imperial Stout;North American Ale;Central Waters Brewing Company;351 Allen Street;Amherst;Wisconsin;United States;44.4419; -89.2797;http://www.centralwaters.com/;;;;;;;;;
Snake Chaser;1303;769;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Lakefront Brewery;1872 North Commerce Street;Milwaukee;Wisconsin;United States;43.0547; -87.9053;http://www.lakefrontbrewery.com/index.html;;;;;;;;;;
Paddle Me IPA;1304;1143;3;31;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Siletz Roadhouse & Brewery;243 North Gaither Street;Siletz;Oregon;United States;44.722; -123.918;;;;;;;;;;;
Oktober Fest - M�_rzen;1305;205;7;84;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Oktoberfest;German Lager;Brauerei Aying Franz Inselkammer KG;Zornedinger Strae 2;Aying;Bayern;Germany;47.9706; 11.7808;;;;;;;;;;;
Heller Hound Bock Beer;1306;540;7;91;6;199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;German-Style Heller Bock/Maibock;German Lager;Flying Dog Brewery;2401 Blake St.;Denver;Colorado;United States;39.7582; -104.99;http://www.flyingdogales.com/;;;;;;;;;
Sirius;1307;765;11;113;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Cream Ale or Lager;Other Style;Lagunitas Brewing Company;1280 North McDowell Boulevard;Petaluma;California;United States;38.2724; -122.662;http://www.lagunitas.com/;;;;;;;;;;
Troubadour;1308;299;3;26;6;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Brouwerij The Musketiers;Tramstraat 8;Ursel;Oost-Vlaanderen;Belgium;51.1287; 3.4785;;;;;;;;;;
B̻te des Vosges;1309;185;1;13;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;Brasserie des Vosges;680 rue de la Brasserie;Dommartin les Remiremont;;France;48.0028; 6.6583;;;;;;;;;;;
Saison Vielle Provision;131;189;-1;-1;6;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie Dupont;Rue Basse 5;Tourpes;Hainaut;Belgium;50.5718; 3.6508;;;;;;;;;;
Saxo;1310;195;-1;-1;8;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie La Caracole;Cte Marie-Thrse 86;Falmignoul;Namur;Belgium;50.2024; 4.8914;;;;;;;;;;;
Millennium Brew;1311;572;-1;-1;10;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;George Gale & Company;;Portsmouth;Hampshire;United Kingdom;50.7989; -1.0912;;;;;;;;;;;
Empire India Pale Ale;1312;322;1;2;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;English-Style India Pale Ale;British Ale;Burton Bridge Brewery;Bridge Street;Burton-upon-Trent;Staffordshire;United Kingdom;52.8065; -1.6225;http://www.burtonbridgebrewery.co.uk/Index.shtml;;;;;;;;;
Thunder Storm;1313;671;8;95;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Hop Back Brewery;Unit 21-24 Batten Road Industrial Estate;Salisbury;Wiltshire;United Kingdom;;;;;;;;;;;;;
Voyageur Extra Pale Ale;1314;710;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;James Page Brewing;1500 Jackson Street;Minneapolis;Minnesota;United States;45.0039; -93.2502;;;;;;;;;;;
Burly Brown Ale;1315;710;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;James Page Brewing;1500 Jackson Street;Minneapolis;Minnesota;United States;45.0039; -93.2502;;;;;;;;;;;
Dark Walnut Stout;1316;922;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Birch Wood Ale;1317;922;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Red Cedar Red;1318;922;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Whitetail Wheat;1319;922;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Organic Barley Wine Ale 2005;132;130;-1;-1;9;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Bison Brewing;2598 Telegraph Avenue;Berkeley;California;United States;37.8634; -122.259;;;;;;;;;;
Half Moon Gold;1320;922;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Bubba;1321;922;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Irish Red;1322;922;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
White Weasel Beer;1323;922;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Northwoods Brewpub Grill;3560 Oakwood Mall Drive;Eau Claire;Wisconsin;United States;44.7776; -91.4433;;;;;;;;;;;
Nikolausbier Altfr�_nkisches Dunkel;1324;321;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;B�_rgerbr�_u Wolnzach;Am Brunnen 2;Wolnzach;Bayern;Germany;;;;;;;;;;;;;
Hell;1325;321;-1;-1;5;99999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;B�_rgerbr�_u Wolnzach;Am Brunnen 2;Wolnzach;Bayern;Germany;;;;;;;;;;;;
Spring Bock;1326;1200;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Stevens Point Brewery;2617 Water Street;Stevens Point;Wisconsin;United States;44.5104; -89.5734;;;;;;;;;;;
Roggenbier;1327;321;8;95;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;B�_rgerbr�_u Wolnzach;Am Brunnen 2;Wolnzach;Bayern;Germany;;;;;;;;;;;;
Adler Br�_u Doppel Bock Beer;1328;46;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Appleton Brewing;;Appleton;Wisconsin;United States;44.2619; -88.4154;;;;;;;;;;;
Adler Br�_u Winter Ale;1329;46;1;13;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;Appleton Brewing;;Appleton;Wisconsin;United States;44.2619; -88.4154;;;;;;;;;;;
Old Boardhead 2006;133;562;-1;-1;9;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Full Sail Brewing #1;506 Columbia Street;Hood River;Oregon;United States;45.7103; -121.515;;;;;;;;;;;
Adler Br�_u Eagle Lager;1330;46;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Appleton Brewing;;Appleton;Wisconsin;United States;44.2619; -88.4154;;;;;;;;;;;
Prostrator Doppelbock;1331;913;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Nicolet Brewing;;Florence;Wisconsin;United States;45.9222; -88.2518;;;;;;;;;;;
Dark Pilsener;1332;913;8;95;5;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Nicolet Brewing;;Florence;Wisconsin;United States;45.9222; -88.2518;;;;;;;;;;
Classic Pilsener;1333;913;-1;-1;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Nicolet Brewing;;Florence;Wisconsin;United States;45.9222; -88.2518;;;;;;;;;;;
Gold Rush (discontinued);1334;1039;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Rail House Restaurant and Brewpub;2029 Old Peshtigo Road;Marinette;Wisconsin;United States;45.0851; -87.6544;;;;;;;;;;;
Northwind Imperial Stout;1335;1298;3;42;7;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Two Brothers Brewing;30 Butterfield Road;Warrenville;Illinois;United States;41.8206; -88.2068;http://www.twobrosbrew.com/;;;;;;;;;
Satan Gold;1336;271;-1;-1;8;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij De Block;Nieuwbaan 92;Merchtem-Peizegem;Vlaams Brabant;Belgium;50.985; 4.2226;;;;;;;;;;;
Wooden Ships ESB;1337;602;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Great Dane Pub and Brewing #1;123 East Doty Street;Madison;Wisconsin;United States;43.0745; -89.3802;;;;;;;;;;;
Imperial Stout;1338;602;3;42;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Stout;North American Ale;Great Dane Pub and Brewing #1;123 East Doty Street;Madison;Wisconsin;United States;43.0745; -89.3802;;;;;;;;;;;
